,Title,Sentence,Useful
117,GermanyÕs changing airport infrastructure: the prospects for ÔnewcomerÕ airports attempting market entry,A particular problem for German airports which impedes the acquisition of new airlines and destinations is the dominating role of Lufthansa.,1
124,GermanyÕs changing airport infrastructure: the prospects for ÔnewcomerÕ airports attempting market entry,"On account of the small catchment areas, the off-season demand was too low.",1
316,Estimating and Projecting Air Passenger Traffic during the COVID-19 Coronavirus Outbreak and its Socio-Economic Impact,The recent COVID-19 Coronavirus outbreak and the relevant precautionary measures to limit its spreading are having clear impacts on human mobility at global scale.,1
324,Estimating and Projecting Air Passenger Traffic during the COVID-19 Coronavirus Outbreak and its Socio-Economic Impact,"In addition, the air traffic industry has shown strong dependency on pandemia outbreaks in the past such as SARS in 2003 and MERS in 2015 .",1
325,Estimating and Projecting Air Passenger Traffic during the COVID-19 Coronavirus Outbreak and its Socio-Economic Impact,"The latest available data point in time at the time of this writing is October 2019, a few months before the outbreak of COVID-19 Coronavirus, and starts on September 2010.",1
361,Estimating and Projecting Air Passenger Traffic during the COVID-19 Coronavirus Outbreak and its Socio-Economic Impact,The forecasting model does not take into account the effects of coronavirus outbreak.,1
458,Estimating and Projecting Air Passenger Traffic during the COVID-19 Coronavirus Outbreak and its Socio-Economic Impact,"suggested that ""The overall duration of the SARS-CoV-2 epidemic could last into 2022"".",1
463,Estimating and Projecting Air Passenger Traffic during the COVID-19 Coronavirus Outbreak and its Socio-Economic Impact,Our scenarios should be intended as the result of an average of all these measures on a global scale; • in our scenarios we assume that no second wave of Sars-CoV-2 epidemic will happen building on the past experience from Sars-2003 and Mers-2013.,1
609,International travelers and genomics uncover a 'hidden' Zika outbreak,"Our phylogenetic analysis showed that it was caused by multiple introductions of Zika virus from outbreaks in the Americas during the summer of 2016, corresponding to the season of peak Ae.",1
648,International travelers and genomics uncover a 'hidden' Zika outbreak,"These data, however, do not reveal if this was due to local weather conditions or human intervention.",1
655,International travelers and genomics uncover a 'hidden' Zika outbreak,aegypti populations and human Zika virus infections .,1
710,International travelers and genomics uncover a 'hidden' Zika outbreak,Our tMRCA estimates of the Zika virus lineages from Cuba suggest that the virus survived the low mosquito abundance season to cause more intense transmission in 2017 after the local mosquito population rebounded.,1
711,International travelers and genomics uncover a 'hidden' Zika outbreak,"While the factors supporting virus 'overwintering' are still unclear, it is plausible that Zika virus may have survived low mosquito abundance through a combination of low level mosquito-to-human transmission, vertical transmission in mosquitoes , and, to a lesser extend, human sexual transmission .",1
728,International travelers and genomics uncover a 'hidden' Zika outbreak,This work was conducted as part of the public health response in Florida and samples were collected under a waiver of consent granted by the FL-DOH Human Research Protection Program.,1
737,International travelers and genomics uncover a 'hidden' Zika outbreak,Yearly human population numbers were retrieved from the United Nations Population Division and were used to calculate monthly local Zika virus incidence rates per country and territory.,1
820,International travelers and genomics uncover a 'hidden' Zika outbreak,"aegyptiborne virus transmission, as it affects mosquito population sizes , interactions between mosquitoes and human hosts , and mosquito transmission competence .",1
1105,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","The role of mass air travel in the recent worldwide spread of a number of diseases including tuberculosis, SARS and the present H1N1 influenza virus has been documented, analysed and discussed by transnational and governmental agencies , clinical practitioners and academic researchers .",1
1124,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","Media analyses have been employed by scholars to examine interpretative inventories in the reporting of earlier, and in some cases ongoing, disease outbreaks such as SARS, avian influenza and foot and mouth disease .",1
1164,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","For example, reference was made to the 2003 SARS epidemic, with the Daily Telegraph noting that many of the Asian countries affected had been quick to set up thermal scanners at airports noto screen for feverish passengers' .",1
1175,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","This occurs, firstly, with zoonotic influenza A strains, and then, secondly, with human strains.",1
1176,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","At the latter stage, with humanto-human transmission a reality, culling birds and pigs is no longer effective.",1
1184,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","The actions of China, criticised for attempting to conceal the 2003 SARS epidemic which began within its borders , came under particular scrutiny.",1
1186,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","The former used largely measured language to describe the procedures in place which, although istringent', needed to be placed into the context of mistakes made by the country during the SARS outbreak.",1
1187,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","The Daily Mail report, on the other hand, omitted to mention SARS and employed vivid language to describe how passengers had their temperatures checked 'up to three times before reaching the immigration desks': Quarantine officers, dressed in surgical masks, gloves and medical suits, greet passengers once the plane has docked and file silently down the aisles, placing a temperature gun at the forehead of each passenger.",1
1190,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","The practices of a country, which has not been seen to hold human rights in high regard, were both a source of fascination and a source of dread, with anonymous quarantine officers portrayed as stealthily checking the temperature of each passenger, isingl out' and aremov ' those that deviate from an expected norm.",1
1250,"Airports, localities and disease: Representations of global travel during the H1N1 pandemic","Within this context, elements of the UK press have depicted, sometimes through a nationalist lens, the stringent deployment of technologies against UK travellers, in a way that both restricted their freedom and purportedly damaged their human rights.",1
1256,The association between international and domestic air traffic and the coronavirus (COVID-19) outbreak,The current coronavirus outbreak with its epicenter in Wuhan has been declared a global pandemic by the World health organization .,1
1353,Estimating the Impact of Control Measures to Prevent Outbreaks of COVID-19 Associated with Air Travel into a COVID-19-free country: A Simulation Modelling Study,New Zealand is one of the few countries that has eliminated transmission of the SARS-CoV-2 pandemic virus within its borders in line with the goal it adopted to achieve this .,1
1361,Estimating the Impact of Control Measures to Prevent Outbreaks of COVID-19 Associated with Air Travel into a COVID-19-free country: A Simulation Modelling Study,There are several publications that suggest transmission of SARS-CoV-2 on aircraft.,1
1365,Estimating the Impact of Control Measures to Prevent Outbreaks of COVID-19 Associated with Air Travel into a COVID-19-free country: A Simulation Modelling Study,"An IATA document has reported a number of flights with passengers with SARS-CoV-2 infection who apparently infected no other passengers, but also one UK to Vietnam flight with ""up to 14 people"" infected.",1
1372,Estimating the Impact of Control Measures to Prevent Outbreaks of COVID-19 Associated with Air Travel into a COVID-19-free country: A Simulation Modelling Study,There has also been an aircraft outbreak of SARS where one symptomatic person generated 16 laboratory-confirmed secondary cases .,1
1373,Estimating the Impact of Control Measures to Prevent Outbreaks of COVID-19 Associated with Air Travel into a COVID-19-free country: A Simulation Modelling Study,Given this background it is obviously difficult to quantify the risk on SARS-CoV-2 transmission on board of a passenger aircraft.,1
