,Title,Sentence,Useful
0,Detection and genotyping of canine coronavirus RNA in diarrheic dogs in Japan,"Canine coronavirus is a positive stranded RNA virus, and has been classified as a Group 1 coronavirus along with feline coronavirus , transmissible gastroenteritis virus , and human coronavirus 229E .",1
31,Detection and genotyping of canine coronavirus RNA in diarrheic dogs in Japan,"No significant differences were observed for CCoV-M detection rates in regard to gender, breed, or season .",1
62,An immunochromatography assay for rapid antemortem diagnosis of dogs suspected to have canine distemper,"Thus, the clinical signs of CD vary depending on the age and immune status of the host as well as the virulence of the virus strain and the environmental conditions .",1
82,An immunochromatography assay for rapid antemortem diagnosis of dogs suspected to have canine distemper,"The Choongang Vaccine Laboratory kindly provided us with the Rockborn strain of CDV, canine coronavirus , canine parainfluenza viurs type 2 and rabies virus.",1
133,An immunochromatography assay for rapid antemortem diagnosis of dogs suspected to have canine distemper,"However, with this method, the same dog has to be retested after several days to determine whether the antibody levels are increasing, which reflects an ongoing immune response and probable infection with CDV.",1
166,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"It is known that the saliva of L. longipalpis possesses apyrase, anticoagulant, vasodilatory and immunomodulatory activities that could facilitate evasion of the inflammatory and immune responses of the host .",1
171,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Additionally, mice that had been vaccinated with a 15 kDa salivary protein from sand flies were immune to infection by L. major when challenged with promastigotes and saliva .",1
172,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,These data support the hypothesis that induction of an immune response to salivary proteins of the sand fly may facilitate a protective immune response against Leishmania infection.,1
173,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Although an effective vaccine against human and canine visceral leishmaniasis is not yet available, much effort has been expended in this area in recent years and several candidate vaccine antigens have been studied extensively in dogs.",1
179,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Unfortunately, the detailed immune status of the experimental animals following SGE vaccination was not evaluated within the framework of these studies.",1
180,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Dogs represent the most important domestic reservoirs of L. chagasi , and a vaccine against CVL would be an important tool in the control of human VL by decreasing dramatically the infection pressure of L. chagasi/L.",1
182,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,A better understanding of the canine immune response to sand fly salivary proteins could be of significant assistance in defining alternative vaccination strategies by which to control CVL as well as human VL.,1
189,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Twenty-five mongrel male and female dogs that had been born and reared in the kennels of the Instituto de Ciências Exatas e Biológicas, Universidade Federal de Ouro Preto, Ouro Preto, Minas Gerais, Brazil, were vaccinated at the age of 7 months against rabies , canine distemper, type 2 adenovirus, coronavirus, parainfluenza, parvovirus and leptospira , and treated with an anthelmintic.",1
215,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"FITC-labelled mouse anti-human-CD21 , phycoerythrin -Cy5-conjugated mouse anti-human-CD14 , RPEconjugated mouse anti-mouse MHC-I and RPE-conjugated hamster anti-mouse CD80 mAbs were used in a direct immunofluorescence procedure.",1
241,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,3 Hthymidine was added to each well 6 h before the end of the incubation period.,1
259,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,One-way analysis of variance and Tukey post tests were used to investigate differences between groups with respect to humoral immune responses and immunophenotypic profiles.,1
260,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,Student is t-tests were employed to evaluate differences in mean values determined in in vitro assays of humoral immune response anti-SGE or stimulated cultures and control cultures prepared at T0 and T3.,1
261,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,Associations between phenotypic features in circulating leukocytes or between phenotypic features and cell proliferation were investigated using Pearson is rank correlation.,1
281,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"In order to investigate the reactivities of PBMC against antigens of the vaccine component and of the etiological agent of VL , mem-ory lymphoproliferative immune responses were evaluated by in vitro stimulation assays.",1
311,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"The natural history of CVL, and the lesions characteristic of the disease, are similar in many respect to those described for human VL.",1
315,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"In this respect, a canine vaccine may represent the most practical and effective method by which to reduce the incidence of human VL, and it could also provide a basis for the development of a similar vaccine for humans .",1
328,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,", most studies, including those clinical trials with vaccine candidates to CVL immunoprofilaxis have been conduced using either L. amazonensis, L. braziliensis or L. major antigens.",1
331,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Considering the importance of immunoprophylaxy strategies for the control of leishmaniasis, and the lack of studies concerning the cellular and humoral events that occur during vaccination, we have attempted to evaluate the immune response of a promising new vaccine candidate against CVL composed of killed L. braziliensis vaccine plus saponin and salivary gland extract of L. longipalpis .",1
337,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Whilst non-specific immune reactions such as swelling or nodule formation, loss of pelage at the site of injection, anorexia, apathy, vomiting and diarrhoea have been reported , in the present study, the overall tolerance of the candidate vaccine in dogs appeared to be adequate.",1
339,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"The positive correlation between antisaliva immunoglobulin isotypes, especially IgG1 and IgG2, indicate a mixed Th1/Th2 immune response following vaccination with LBSapSal.",1
340,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Moreover, it has been suggested that a mixed anti-saliva response involving both Th1 and Th2 components in human subjects may help in establishing an anti-immune L. chagasi response .",1
350,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"The major saliva proteins recognized by the sera of human subjects presenting anti-saliva IgG antibodies and anti-Leishmania delayed type hypersensitivity response were of molecular weights 35 and 45 kDa , similar to those observed during immunization with LBSapSal.",1
354,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"It has similarly been demonstrated that dogs immunized with killed Leishmania vaccine presented higher antibody production after the second vaccination, indicating a possible association between isotype production and cellular immune response .",1
355,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"It is important to mention that the association between IgG subtypes and the immune response in terms of the Th1/Th2 phenotype is not so straightforward in dogs , the findings of both immunoglobulin isotypes suggested that a mixed immune response is triggered by LBSapSal vaccination.",1
357,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"The intense anti-Leishmania humoral immune response exhibited by the LBSapSal group was synchronous with increased numbers of circulating CD21 + B-cells following the first immunization, resulting in the differentiation of plasmacytes and higher levels of immunoglobulin secretion as described previously in dogs that had been immunized with crude Leishmania antigen .",1
358,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"Additionally, the positive correlation between CD4 + T-cells and CD21 + B-cells suggests a possible cooperation in the activation of the humoral immune response in the LBSapSal group.",1
364,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"In CVL, the increase in counts of circulating CD4 + and CD8 + Tcells has been described as the major phenotypic feature of the asymptomatic disease in dogs bearing low parasite loads .",1
371,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"In addition, the largest APC counts were associated with the highest expression of CD80 and MHC-I in lymphocytes, suggesting that this association could represent interaction between the innate and adaptive immune responses, reflecting an improvement in activation status during immunization with LBSapSal.",1
378,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,These results support the hypothesis that CD8 + T-cells play a protective role in the mechanism of control of parasitism by Leishmania after LBSapSal treatment associated with the antigen-specific immune response to antigens from the etiological agent of CVL.,1
380,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,These findings indicate that the stimulation of antigen-specific T-cell subsets following LBSapSal immunization could contribute to improvements in the cellular immune response during L. chagasi infection.,1
388,A killed Leishmania vaccine with sand fly saliva extract and saponin adjuvant displays immunogenicity in dogs,"In conclusion, LBSapSal vaccine elicited a potential immune activation status that was potentially compatible with effective control of the etiological agent of CVL.",1
393,Phylogenetic Analysis of Astrovirus and Kobuvirus in Korean Dogs,"Human Aichi virus is a prototype kobuvirus, which was first identified in 1989 as the cause of an outbreak of human gastroenteritis in Aichi Prefecture, Japan .",1
