,Title,Sentence,Useful
1,Molecular characterization of a Chinese vaccine strain of transmissible gastroenteritis virus: mutations that may contribute to attenuation,"Transmissible gastroenteritis virus , together with porcine epidemic diarrhea virus , feline infectious peritonitis virus , and the human coronaviruses HCoV-229E and HKU1, belongs to the genus Alphacoronaviruses .",1
18,Molecular characterization of a Chinese vaccine strain of transmissible gastroenteritis virus: mutations that may contribute to attenuation,"To determine the molecular basis for attenuation of the Chinese TGEV vaccine strain, the deduced amino acid sequences of the structural and non-structural proteins of the H165 and H16 viruses were compared with those of TGEV reference strains, as well as with that of the porcine respiratory coronavirus strain PRCV-ISU-1.",1
46,Molecular characterization of a Chinese vaccine strain of transmissible gastroenteritis virus: mutations that may contribute to attenuation,"ORF 1ab contained a 43 nt region that overlapped with ORF 1a and included a typical coronavirus ' islippery site,'' 5 0 -UUUAAAC-3 0 .",1
80,Molecular characterization of a Chinese vaccine strain of transmissible gastroenteritis virus: mutations that may contribute to attenuation,Whole genome sequences of strains H165 and H16 will help us to understand the genetic basis of TGEV coronavirus attenuation and enhance the geographic differentiation information among TGEV strains.,1
85,Molecular characterization of a Chinese vaccine strain of transmissible gastroenteritis virus: mutations that may contribute to attenuation,"The second conserved region involves the gene 1a, a frameshift region that forms a typical coronavirus ' islippery'' sequence and a pseudo-knot structure, which is proposed to be critical for the transcription of gene 1ab that involves ribosomal frame shifting .",1
91,Molecular characterization of a Chinese vaccine strain of transmissible gastroenteritis virus: mutations that may contribute to attenuation,"A point mutation within the replicase gene 1a had been demonstrated to affect coronavirus genome versus minigenome replication differentially , although, attempts to delete the replicase non-conserved domains to determine whether they are essential have not yet been made.",1
104,Molecular characterization of a Chinese vaccine strain of transmissible gastroenteritis virus: mutations that may contribute to attenuation,"Whole genome sequences of strains H165 and H16 may enhance our understanding of the evolution of TGEV coronavirus, as well as the other coronaviruses.",1
107,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,Neutralization of TGE virus in the lumen of the gut of the newborn by antibodies continuously supplied by colostrum and milk of immune sows is believed to provide passive protection to suckling piglets.,1
109,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,These attenuated TGEV live vaccines fail to initiate the gut and mammary gland immune response essential for providing optimal immunity .,1
183,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,"After oral priming and oral boostering with ultraviolet inactivated vaccine, NT antibody was not detectable in serum and milk at the time of challenge suggesting that multiplication of TGEV is needed for induction of a detectable humoral immune response.",1
197,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,Absence of detectable humoral immune response after oral vaccination with ultraviolet treated virus suggests also that repeated antigenic stimulations of the gut with an appropriate replicating antigen is needed for optimal induction of passive protection.,1
198,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,The heterogeneous immune response among the eight sows vaccinated and boosted by the intramuscular route was similar to the observations reported by Bohl and Saif after intramuscular injection of pregnant sows with virulent TGEV.,1
201,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,"Arguing the concept of a common mucosal immune system, we postulated that conjunctival route , which has been used successfully against various pathogens , would be an alternative approach to oral immunization.",1
217,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,The amount of appropriate antigen produced by gut epithelial cells and processed by antigen presenting cells would perhaps be a crucial factor mainly involved in induction of optimal local immune response and the development of TGEV lactogenic immunity.,1
218,Induction of lactogenic immunity to transmissible gastroenteritis virus of swine using an attenuated coronavirus mutant able to survive in the physicochemical environment of the digestive tract,"Better knowledge in this field and analysis of milk immune factors connected with protection is without doubt the key of any improvement in TGEV immunization, whatever the type of vaccine.",1
221,Evaluation of the Serologic Cross-Reactivity between Transmissible Gastroenteritis Coronavirus and Porcine Respiratory Coronavirus Using Commercial Blocking Enzyme-Linked Immunosorbent Assay Kits,Porcine respiratory coronavirus is a naturally occurring spike gene deletion mutant of TGEV first isolated in Belgium in 1984 .,1
